time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20160424:1010,148970,0,180.03,3.77,52.2,3.99,3.34,0
20160424:1110,541250,213.29,405.28,11.22,55.35,4.65,3.77,0
20160424:1210,352460,48.96,354.98,8.05,54.13,5.32,4.19,0
20160424:1310,522720,227.71,368.71,10.55,48.93,5.52,4.34,0
20160424:1410,95970,0,123.04,2.58,41.1,5.72,4.5,0
20160424:1510,306580,106.05,246.63,6.56,31.81,5.93,4.65,0
20160424:1610,185770,58.76,163.97,4.3,21.85,5.09,4.23,0
20160424:1710,10210,0,22.62,0.47,11.71,4.26,3.81,0
20160424:1810,0,0,0,0,0,3.42,3.39,0
20160424:1910,0,0,0,0,0,2.68,3.13,0
20160424:2010,0,0,0,0,0,1.94,2.86,0
20160424:2110,0,0,0,0,0,1.2,2.59,0
20160424:2210,0,0,0,0,0,1.21,2.49,0
20160424:2310,0,0,0,0,0,1.21,2.39,0
20160425:0010,0,0,0,0,0,1.21,2.29,0
20160425:0110,0,0,0,0,0,0.8,2.46,0
20160425:0210,0,0,0,0,0,0.39,2.64,0
20160425:0310,0,0,0,0,0,-0.02,2.81,0
20160425:0410,0,0,0,0,0,0.05,2.91,0
20160425:0510,22650,0,38.25,0.85,7.45,0.13,3.01,0
20160425:0610,115040,67.49,93,4.36,17.53,0.2,3.1,0
20160425:0710,139980,6.19,162.21,3.52,27.63,1,3.2,0
20160425:0810,277770,50.58,266.34,6.4,37.31,1.81,3.29,0
20160425:0910,568620,335.86,308.11,11.46,45.94,2.61,3.38,0
20160425:1010,401700,86.4,369.68,8.91,52.52,3.57,3.76,0
20160425:1110,703300,446.5,362.98,13.6,55.68,4.53,4.14,0
20160425:1210,699180,444.98,360.75,13.4,54.44,5.5,4.52,0
20160425:1310,458850,154.4,368.85,9.64,49.2,5.79,4.57,0
20160425:1410,435340,177.64,318.65,8.92,41.33,6.09,4.62,0
20160425:1510,245470,50.91,235.48,5.61,32.03,6.39,4.66,0
20160425:1610,113250,7.69,134.61,2.94,22.05,5.63,4.01,0
20160425:1710,26260,0,43.43,0.91,11.92,4.87,3.37,0
20160425:1810,0,0,2.55,0.06,2,4.11,2.72,0
20160425:1910,0,0,0,0,0,3.49,2.84,0
20160425:2010,0,0,0,0,0,2.87,2.96,0
20160425:2110,0,0,0,0,0,2.25,3.08,0
20160425:2210,0,0,0,0,0,2.44,3.44,0
20160425:2310,0,0,0,0,0,2.62,3.8,0
20160426:0010,0,0,0,0,0,2.8,4.17,0
20160426:0110,0,0,0,0,0,2.76,4.29,0
20160426:0210,0,0,0,0,0,2.71,4.42,0
20160426:0310,0,0,0,0,0,2.67,4.55,0
20160426:0410,0,0,0,0,0,2.9,4.65,0
20160426:0510,20280,0,35.7,0.8,7.72,3.12,4.74,0
20160426:0610,68890,1.12,91.28,1.95,17.8,3.35,4.84,0
20160426:0710,187610,29.01,193.23,4.64,27.9,4.09,5.14,0
20160426:0810,118050,0,146.56,3.07,37.59,4.84,5.45,0
20160426:0910,171810,0,205.36,4.3,46.23,5.58,5.75,0
20160426:1010,53070,0,75.09,1.57,52.84,5.9,6.05,0
20160426:1110,104980,0,132.99,2.79,56.01,6.23,6.35,0
20160426:1210,125530,0,155.61,3.26,54.74,6.56,6.65,0
20160426:1310,244980,9.76,276.14,5.91,49.47,6.65,5.99,0
20160426:1410,68770,0,93.18,1.95,41.57,6.75,5.33,0
20160426:1510,231430,41.18,230.44,5.38,32.24,6.85,4.68,0
20160426:1610,115680,8.71,136.5,2.99,22.26,6.12,4.47,0
20160426:1710,33690,0,52.47,1.1,12.12,5.39,4.26,0
20160426:1810,2220,0,10.2,0.23,2.22,4.65,4.06,0
20160426:1910,0,0,0,0,0,3.94,4.12,0
20160426:2010,0,0,0,0,0,3.23,4.18,0
20160426:2110,0,0,0,0,0,2.51,4.25,0
20160426:2210,0,0,0,0,0,2.32,4.12,0
20160426:2310,0,0,0,0,0,2.12,4,0
20160427:0010,0,0,0,0,0,1.92,3.88,0
20160427:0110,0,0,0,0,0,1.1,3.38,0
20160427:0210,0,0,0,0,0,0.29,2.89,0
20160427:0310,0,0,0,0,0,-0.53,2.4,0
20160427:0410,0,0,0,0,0,-0.25,2.69,0
20160427:0510,10090,0,22.1,0.49,7.98,0.03,2.98,0
20160427:0610,75070,1.67,96.65,2.08,18.05,0.31,3.27,0
20160427:0710,264780,108.39,197.62,6.39,28.16,1.26,3.54,0
20160427:0810,507020,368.04,202.05,10.61,37.86,2.22,3.81,0
20160427:0910,595810,378.38,295.51,11.96,46.53,3.17,4.08,0
20160427:1010,806430,725.13,204.43,15.35,53.15,3.98,4.35,0
20160427:1110,876520,833.68,187.26,16.37,56.33,4.79,4.63,0
20160427:1210,523360,193.51,402.87,10.89,55.04,5.6,4.9,0
20160427:1310,113980,0,142.94,2.99,49.73,6,4.63,0
20160427:1410,191430,4.82,223.05,4.74,41.8,6.4,4.37,0
20160427:1510,520090,449.01,147.91,9.81,32.45,6.81,4.11,0
20160427:1610,231530,110.12,165.66,5.17,22.46,5.73,3.52,0
20160427:1710,69110,14.56,82.66,2.07,12.33,4.66,2.92,0
20160427:1810,2710,0,11.05,0.25,2.43,3.58,2.33,0
20160427:1910,0,0,0,0,0,2.87,1.99,0
20160427:2010,0,0,0,0,0,2.16,1.64,0
20160427:2110,0,0,0,0,0,1.44,1.3,0
20160427:2210,0,0,0,0,0,0.5,1.37,0
20160427:2310,0,0,0,0,0,-0.44,1.43,0
20160428:0010,0,0,0,0,0,-1.39,1.5,0
20160428:0110,0,0,0,0,0,-3.04,1.45,0
20160428:0210,0,0,0,0,0,-4.7,1.4,0
20160428:0310,0,0,0,0,0,-6.35,1.35,0
20160428:0410,0,0,0,0,0,-4.98,1.33,0
20160428:0510,20950,0,35.7,0.8,8.24,-3.61,1.31,0
20160428:0610,115510,24.42,122.92,3.47,18.31,-2.24,1.3,0
20160428:0710,271070,118.24,196.86,6.59,28.41,0.78,1.49,0
20160428:0810,540960,492.5,131.79,11.6,38.13,3.81,1.67,0
20160428:0910,687210,656.66,158.15,14.06,46.81,6.83,1.86,0
20160428:1010,614120,364.62,361.62,12.71,53.46,7.54,2.06,0
20160428:1110,297080,20.17,329.89,7.18,56.65,8.25,2.26,0
20160428:1210,313150,28.91,340.21,7.5,55.34,8.97,2.46,0
20160428:1310,424800,129.44,369.46,9.38,49.99,9.33,2.43,0
20160428:1410,604450,471.11,245.7,11.73,42.02,9.7,2.4,0
20160428:1510,472760,370.75,186.57,9.34,32.66,10.07,2.37,0
20160428:1610,251890,148.8,157.02,5.65,22.66,9.3,2.22,0
20160428:1710,83850,39.87,83,2.67,12.53,8.54,2.06,0
20160428:1810,3600,0,12.75,0.28,2.64,7.77,1.9,0
20160428:1910,0,0,0,0,0,6.43,1.99,0
20160428:2010,0,0,0,0,0,5.09,2.08,0
20160428:2110,0,0,0,0,0,3.74,2.17,0
20160428:2210,0,0,0,0,0,3.28,1.85,0
20160428:2310,0,0,0,0,0,2.82,1.53,0
20160429:0010,0,0,0,0,0,2.35,1.21,0
20160429:0110,0,0,0,0,0,1.86,1.07,0
20160429:0210,0,0,0,0,0,1.37,0.92,0
20160429:0310,0,0,0,0,0,0.88,0.77,0
20160429:0410,0,0,0,0,0,1.71,0.85,0
20160429:0510,23030,0,39.1,0.87,8.49,2.53,0.92,0
20160429:0610,115110,106.1,66.6,5.21,18.56,3.36,0.99,0
20160429:0710,335620,306.13,97.02,8.66,28.67,5.43,0.78,0
20160429:0810,528450,503.4,126.46,11.75,38.39,7.51,0.57,0
20160429:0910,664910,670.43,150.49,14.21,47.1,9.58,0.36,0
20160429:1010,757390,769,180.5,15.74,53.77,10.61,0.84,0
20160429:1110,826890,899.52,146.96,16.84,56.96,11.64,1.31,0
20160429:1210,829520,896.45,148.45,16.58,55.63,12.68,1.79,0
20160429:1310,779490,820.39,146.07,15.29,50.25,13.14,2.19,0
20160429:1410,674190,681.22,137.38,13.09,42.25,13.61,2.59,0
20160429:1510,515780,494.48,123.28,10.21,32.86,14.08,2.99,0
20160429:1610,310610,285.59,98.1,6.88,22.86,12.97,2.49,0
20160429:1710,93680,96.72,55.43,3.49,12.73,11.87,1.98,0
20160429:1810,3520,0,12.75,0.28,2.85,10.76,1.48,0
20160429:1910,0,0,0,0,0,9.88,1.4,0
20160429:2010,0,0,0,0,0,8.99,1.32,0
20160429:2110,0,0,0,0,0,8.1,1.24,0
20160429:2210,0,0,0,0,0,6.88,1.36,0
20160429:2310,0,0,0,0,0,5.66,1.47,0
20160430:0010,0,0,0,0,0,4.43,1.59,0
20160430:0110,0,0,0,0,0,4.16,1.64,0
20160430:0210,0,0,0,0,0,3.88,1.69,0
20160430:0310,0,0,0,0,0,3.61,1.74,0
20160430:0410,0,0,0,0,0,4.55,2.09,0
20160430:0510,31030,0,49.3,1.1,8.74,5.5,2.44,0
20160430:0610,104060,12.65,123.39,3.05,18.8,6.44,2.79,0
20160430:0710,290660,167.75,180.18,7.35,28.91,8.47,2.59,0
20160430:0810,442480,274.26,247.71,9.93,38.65,10.49,2.4,0
20160430:0910,477830,229.5,341.58,10.61,47.37,12.52,2.21,0
20160430:1010,714330,611.51,265.64,14.78,54.07,12.72,2.12,0
20160430:1110,742740,622.99,297.14,15.2,57.27,12.92,2.03,0
20160430:1210,738320,620.48,295.98,14.95,55.92,13.13,1.94,0
20160430:1310,634380,447.51,326.14,12.9,50.5,13.1,2.04,0
20160430:1410,199250,7.12,237.79,5.08,42.47,13.08,2.14,0
20160430:1510,37520,0,58.8,1.23,33.07,13.06,2.23,0
20160430:1610,27490,0,46.14,0.97,23.05,11.72,2.52,0
20160430:1710,25510,0,43.43,0.91,12.93,10.38,2.8,0
20160430:1810,3080,0,11.9,0.27,3.06,9.04,3.09,0
20160430:1910,0,0,0,0,0,8.43,3.34,0
20160430:2010,0,0,0,0,0,7.82,3.6,0
20160430:2110,0,0,0,0,0,7.2,3.85,0
20160430:2210,0,0,0,0,0,7.09,3.81,0
20160430:2310,0,0,0,0,0,6.98,3.77,0
20160501:0010,0,0,0,0,0,6.87,3.72,0
20160501:0110,0,0,0,0,0,6.08,3.41,0
20160501:0210,0,0,0,0,0,5.29,3.1,0
20160501:0310,0,0,0,0,0,4.5,2.79,0
20160501:0410,0,0,0,0,0,4.58,2.69,0
20160501:0510,30460,0,48.45,1.08,8.98,4.67,2.58,0
20160501:0610,46120,0,66.95,1.4,19.04,4.76,2.48,0
20160501:0710,42190,0,62.42,1.31,29.16,4.92,2.66,0
20160501:0810,53950,0,75.99,1.59,38.9,5.08,2.84,0
20160501:0910,129800,0,160.13,3.35,47.65,5.24,3.02,0
20160501:1010,78690,0,104.04,2.18,54.36,5.66,3.08,0
20160501:1110,110390,0,139.32,2.92,57.58,6.07,3.13,0
20160501:1210,70330,0,94.99,1.99,56.21,6.49,3.19,0
20160501:1310,79990,0,105.85,2.22,50.75,6.54,3.19,0
20160501:1410,52780,0,75.09,1.57,42.69,6.59,3.2,0
20160501:1510,46500,0,67.85,1.42,33.27,6.64,3.2,0
20160501:1610,18850,0,34.38,0.72,23.25,6.47,2.95,0
20160501:1710,10090,0,22.62,0.47,13.12,6.3,2.7,0
20160501:1810,3640,0,12.75,0.28,3.27,6.13,2.46,0
20160501:1910,0,0,0,0,0,6.01,2.49,0
20160501:2010,0,0,0,0,0,5.9,2.52,0
20160501:2110,0,0,0,0,0,5.78,2.55,0
20160501:2210,0,0,0,0,0,5.97,2.55,0
20160501:2310,0,0,0,0,0,6.17,2.55,0
20160502:0010,0,0,0,0,0,6.36,2.55,0
20160502:0110,0,0,0,0,0,5.39,2.35,0
20160502:0210,0,0,0,0,0,4.41,2.15,0
20160502:0310,0,0,0,0,0,3.44,1.94,0
20160502:0410,0,0,0,0,0,4.08,2.15,0
20160502:0510,14180,0,28.05,0.63,9.22,4.73,2.35,0
20160502:0610,87420,3.82,110.88,2.46,19.28,5.37,2.55,0
20160502:0710,108240,0.85,136.63,2.88,29.39,6.99,3.18,0
20160502:0810,243860,28.98,259.36,5.93,39.15,8.61,3.81,0
20160502:0910,366160,86.74,340.91,8.45,47.91,10.23,4.44,0
20160502:1010,132930,0,167.37,3.51,54.65,11.3,4.62,0
20160502:1110,181420,0,222.55,4.66,57.88,12.38,4.8,0
20160502:1210,785080,679.99,264.55,15.38,56.49,13.45,4.98,0
20160502:1310,741680,659.37,231.85,14.44,51,13.69,4.57,0
20160502:1410,605940,484.75,237.02,11.96,42.91,13.93,4.15,0
20160502:1510,396820,236.21,236.2,8.37,33.47,14.17,3.74,0
20160502:1610,284880,217.73,133.03,6.48,23.44,13.33,3.08,0
20160502:1710,23810,0,41.62,0.87,13.32,12.48,2.42,0
20160502:1810,6080,0,17,0.38,3.47,11.63,1.77,0
20160502:1910,0,0,0,0,0,10.27,1.97,0
20160502:2010,0,0,0,0,0,8.91,2.18,0
20160502:2110,0,0,0,0,0,7.55,2.39,0
20160502:2210,0,0,0,0,0,7.33,2.18,0
20160502:2310,0,0,0,0,0,7.11,1.97,0
20160503:0010,0,0,0,0,0,6.89,1.77,0
20160503:0110,0,0,0,0,0,6.4,1.69,0
20160503:0210,0,0,0,0,0,5.91,1.61,0
20160503:0310,0,0,0,0,0,5.43,1.53,0
20160503:0410,0,0,0,0,0,6.2,1.73,0
20160503:0510,32900,0,51.85,1.16,9.46,6.98,1.94,0
20160503:0610,120350,30.42,129.17,3.85,19.51,7.75,2.14,0
20160503:0710,193360,117.36,119.66,5.08,29.63,9,2.47,0
20160503:0810,504500,412.99,180.07,11.25,39.39,10.26,2.8,0
20160503:0910,383150,105.85,346.65,8.87,48.17,11.51,3.13,0
20160503:1010,504880,203.89,392.47,11.1,54.94,11.37,3.34,0
20160503:1110,402920,83.89,390.96,9.32,58.18,11.22,3.54,0
20160503:1210,515400,199.83,407.07,11.16,56.77,11.08,3.75,0
20160503:1310,186030,0,226.17,4.74,51.25,10.47,4.07,0
20160503:1410,63740,0,88.66,1.86,43.13,9.86,4.4,0
20160503:1510,349710,152.47,253.83,7.5,33.67,9.24,4.72,0
20160503:1610,309870,259.32,112.11,6.86,23.63,8.53,4.32,0
20160503:1710,18020,0,33.47,0.7,13.51,7.81,3.92,0
20160503:1810,1740,0,9.35,0.21,3.67,7.09,3.52,0
20160503:1910,0,0,0,0,0,6.64,3.21,0
20160503:2010,0,0,0,0,0,6.19,2.91,0
20160503:2110,0,0,0,0,0,5.74,2.61,0
20160503:2210,0,0,0,0,0,5.46,2.49,0
20160503:2310,0,0,0,0,0,5.17,2.38,0
20160504:0010,0,0,0,0,0,4.89,2.26,0
20160504:0110,0,0,0,0,0,4.59,2.09,0
20160504:0210,0,0,0,0,0,4.29,1.92,0
20160504:0310,0,0,0,0,0,3.99,1.75,0
20160504:0410,0,0,0,0,0,4.41,1.92,0
20160504:0510,33260,0,51.85,1.16,9.69,4.84,2.08,0
20160504:0610,124910,96.29,83.77,5.32,19.73,5.27,2.25,0
20160504:0710,177300,101.52,114.67,4.64,29.85,6.57,2.64,0
20160504:0810,535350,481.61,139.78,11.82,39.63,7.88,3.03,0
20160504:0910,574110,369.09,301.91,12.16,48.43,9.18,3.42,0
20160504:1010,560350,273.15,385.58,11.99,55.22,10.21,3.58,0
20160504:1110,458670,132.37,407.52,10.33,58.47,11.23,3.73,0
20160504:1210,706950,507.83,340.14,14.25,57.05,12.26,3.89,0
20160504:1310,731100,634.21,243.98,14.36,51.49,12.63,3.93,0
20160504:1410,479110,248.4,317.66,10.06,43.34,12.99,3.97,0
20160504:1510,507000,459.45,140.81,10.21,33.86,13.35,4.01,0
20160504:1610,307760,269.69,106.97,6.99,23.82,12.41,3.67,0
20160504:1710,97090,76.82,72.55,3.51,13.7,11.47,3.32,0
20160504:1810,8350,0,20.4,0.45,3.87,10.53,2.98,0
20160504:1910,0,0,0,0,0,9.08,2.74,0
20160504:2010,0,0,0,0,0,7.63,2.51,0
20160504:2110,0,0,0,0,0,6.18,2.28,0
20160504:2210,0,0,0,0,0,5.61,2.17,0
20160504:2310,0,0,0,0,0,5.05,2.06,0
20160505:0010,0,0,0,0,0,4.48,1.94,0
20160505:0110,0,0,0,0,0,4.05,1.89,0
20160505:0210,0,0,0,0,0,3.62,1.84,0
20160505:0310,0,0,0,0,0,3.2,1.79,0
20160505:0410,0,0,0,0,0,3.98,2.17,0
20160505:0510,26240,0,43.35,0.97,9.91,4.77,2.56,0
20160505:0610,122430,115.81,66.32,5.67,19.95,5.56,2.94,0
20160505:0710,341120,306.31,101.17,8.98,30.07,7.94,2.96,0
20160505:0810,544280,528.96,110.59,12.22,39.86,10.31,2.97,0
20160505:0910,675390,652.91,158.66,14.36,48.68,12.69,2.99,0
20160505:1010,778960,791.87,162.13,16.12,55.5,13.91,3.2,0
20160505:1110,822050,841.27,177.41,16.77,58.76,15.12,3.42,0
20160505:1210,821550,853.62,168.12,16.58,57.32,16.34,3.63,0
20160505:1310,791720,887.16,97.99,15.9,51.73,17.08,3.37,0
20160505:1410,662670,683.95,131.76,13.38,43.55,17.81,3.11,0
20160505:1510,496940,477.15,131.25,10.38,34.06,18.54,2.86,0
20160505:1610,301950,275.88,104.75,7.11,24.01,17.48,2.51,0
20160505:1710,96370,99.35,58.4,3.83,13.89,16.41,2.16,0
20160505:1810,8680,0,21.25,0.47,4.07,15.34,1.81,0
20160505:1910,0,0,0,0,0,13.53,1.9,0
20160505:2010,0,0,0,0,0,11.71,2,0
20160505:2110,0,0,0,0,0,9.9,2.1,0
20160505:2210,0,0,0,0,0,9.48,2.3,0
20160505:2310,0,0,0,0,0,9.07,2.5,0
20160506:0010,0,0,0,0,0,8.65,2.7,0
20160506:0110,0,0,0,0,0,8.37,2.77,0
20160506:0210,0,0,0,0,0,8.09,2.84,0
20160506:0310,0,0,0,0,0,7.81,2.91,0
20160506:0410,0,0,0,0,0,8.75,3.21,0
20160506:0510,29710,0,48.45,1.08,10.13,9.7,3.51,0
20160506:0610,126510,86.36,95.58,5.25,20.17,10.65,3.81,0
20160506:0710,326450,274.8,123.45,8.75,30.29,13.13,3.35,0
20160506:0810,522910,502.23,128.28,12.09,40.09,15.62,2.9,0
20160506:0910,657530,665.49,151.11,14.49,48.93,18.1,2.44,0
20160506:1010,748780,792.54,161.8,16.18,55.77,18.97,2.13,0
20160506:1110,784000,841.93,177.06,16.82,59.04,19.83,1.83,0
20160506:1210,781530,869.43,157.93,16.71,57.58,20.7,1.52,0
20160506:1310,750120,871,107.85,15.86,51.96,20.76,1.46,0
20160506:1410,638430,684.55,131.43,13.43,43.76,20.82,1.41,0
20160506:1510,481400,469.13,136.01,10.38,34.25,20.88,1.35,0
20160506:1610,292040,261.88,113.09,7.05,24.2,19.91,1.33,0
20160506:1710,95940,94.68,62.75,3.83,14.08,18.94,1.31,0
20160506:1810,9110,0,22.1,0.49,4.27,17.97,1.3,0
20160506:1910,0,0,0,0,0,16.15,1.51,0
20160506:2010,0,0,0,0,0,14.33,1.73,0
20160506:2110,0,0,0,0,0,12.51,1.94,0
20160506:2210,0,0,0,0,0,11.76,2.01,0
20160506:2310,0,0,0,0,0,11.01,2.08,0
20160507:0010,0,0,0,0,0,10.26,2.15,0
20160507:0110,0,0,0,0,0,10.03,2.3,0
20160507:0210,0,0,0,0,0,9.79,2.45,0
20160507:0310,0,0,0,0,0,9.56,2.59,0
20160507:0410,0,0,0,0,0,10.34,2.88,0
20160507:0510,31550,0,51,1.14,10.35,11.13,3.17,0
20160507:0610,123760,107.37,77.55,5.65,20.38,11.91,3.46,0
20160507:0710,331200,297.64,109.13,9.02,30.5,14.09,2.99,0
20160507:0810,525490,521.76,116.05,12.28,40.31,16.27,2.52,0
20160507:0910,650020,653.53,159.05,14.48,49.17,18.45,2.06,0
20160507:1010,748400,793.25,161.48,16.24,56.03,19.15,2.13,0
20160507:1110,784440,826.54,185.24,16.77,59.32,19.84,2.21,0
20160507:1210,780770,822.2,186.86,16.5,57.85,20.54,2.29,0
20160507:1310,648300,527.95,294.46,13.77,52.19,20.57,2.14,0
20160507:1410,614760,588.46,186.86,12.9,43.96,20.59,2,0
20160507:1510,476390,443.55,150.84,10.27,34.44,20.61,1.85,0
20160507:1610,276130,217.1,136.1,6.71,24.38,19.86,1.61,0
20160507:1710,95840,77.98,74.57,3.66,14.27,19.11,1.38,0
20160507:1810,10220,0,23.8,0.53,4.47,18.36,1.14,0
20160507:1910,0,0,0,0,0,16.43,1.42,0
20160507:2010,0,0,0,0,0,14.51,1.69,0
20160507:2110,0,0,0,0,0,12.58,1.96,0
20160507:2210,0,0,0,0,0,11.96,2.03,0
20160507:2310,0,0,0,0,0,11.34,2.1,0
20160508:0010,0,0,0,0,0,10.72,2.17,0
20160508:0110,0,0,0,0,0,10.31,2.26,0
20160508:0210,0,0,0,0,0,9.89,2.35,0
20160508:0310,0,0,0,0,0,9.48,2.44,0
20160508:0410,0,0,0,0,0,10.34,2.81,0
20160508:0510,34320,0,54.4,1.21,10.56,11.21,3.18,0
20160508:0610,125440,106.4,80.04,5.68,20.58,12.08,3.54,0
20160508:0710,332000,298.77,108.89,9.08,30.71,14.36,3.24,0
20160508:0810,499430,431.95,172.75,11.67,40.52,16.63,2.93,0
20160508:0910,650250,641.69,166.93,14.46,49.4,18.91,2.62,0
20160508:1010,754960,792.87,161.14,16.28,56.29,19.41,2.86,0
20160508:1110,799530,842.22,176.36,16.92,59.59,19.91,3.09,0
20160508:1210,802020,853.2,168.18,16.73,58.11,20.41,3.32,0
20160508:1310,710020,669.24,226.29,14.78,52.42,20.68,3.14,0
20160508:1410,621160,588.38,187.54,12.96,44.16,20.94,2.95,0
20160508:1510,478910,444.67,149.42,10.31,34.62,21.2,2.76,0
20160508:1610,295530,263.38,113.43,7.16,24.56,20.09,2.53,0
20160508:1710,97570,93.51,65.03,3.9,14.45,18.98,2.31,0
20160508:1810,11420,0,25.5,0.57,4.66,17.87,2.08,0
20160508:1910,0,0,0,0,0,16.44,2.4,0
20160508:2010,0,0,0,0,0,15.02,2.71,0
20160508:2110,0,0,0,0,0,13.59,3.02,0
20160508:2210,0,0,0,0,0,13.14,3.1,0
20160508:2310,0,0,0,0,0,12.69,3.18,0
20160509:0010,0,0,0,0,0,12.24,3.26,0
20160509:0110,0,0,0,0,0,12.13,3.25,0
20160509:0210,0,0,0,0,0,12.01,3.24,0
20160509:0310,0,0,0,0,0,11.9,3.23,0
20160509:0410,0,0,0,0,0,12.2,3.44,0
20160509:0510,16090,0,31.45,0.7,10.76,12.51,3.65,0
20160509:0610,85160,2.12,112.86,2.44,20.78,12.81,3.86,0
20160509:0710,319590,243.06,146.93,8.6,30.91,14.09,3.87,0
20160509:0810,405520,205.91,279.2,9.55,40.73,15.38,3.88,0
20160509:0910,492490,249.45,343.74,11.16,49.63,16.66,3.89,0
20160509:1010,526270,244.2,394.62,11.84,56.54,17.38,3.78,0
20160509:1110,218670,2.28,269.8,5.68,59.86,18.1,3.68,0
20160509:1210,262130,11.59,312.45,6.71,58.36,18.82,3.57,0
20160509:1310,328700,54.51,348.82,8.05,52.65,19.15,3.46,0
20160509:1410,205150,9.14,248.81,5.34,44.36,19.47,3.34,0
20160509:1510,481560,435.97,155.1,10.31,34.81,19.79,3.23,0
20160509:1610,298450,263.67,113.1,7.2,24.74,18.88,3.35,0
20160509:1710,74310,11.93,95.64,2.33,14.64,17.97,3.47,0
20160509:1810,8600,0,21.25,0.47,4.85,17.06,3.59,0
20160509:1910,0,0,0,0,0,15.88,3.63,0
20160509:2010,0,0,0,0,0,14.7,3.68,0
20160509:2110,0,0,0,0,0,13.52,3.72,0
20160509:2210,0,0,0,0,0,13.24,3.74,0
20160509:2310,0,0,0,0,0,12.97,3.76,0
20160510:0010,0,0,0,0,0,12.69,3.78,0
20160510:0110,0,0,0,0,0,12.94,3.71,0
20160510:0210,0,0,0,0,0,13.19,3.64,0
20160510:0310,0,0,0,0,0,13.45,3.57,0
20160510:0410,0,0,0,0,0,13.21,3.68,0
20160510:0510,6570,0,17.85,0.4,10.96,12.97,3.78,0
20160510:0610,19610,0,36.19,0.76,20.97,12.73,3.89,0
20160510:0710,59710,0,85.04,1.78,31.1,12.74,3.95,0
20160510:0810,71410,0,98.61,2.07,40.94,12.75,4.01,0
20160510:0910,482160,218.06,351.18,10.82,49.85,12.76,4.07,0
20160510:1010,690320,525.58,305.84,14.55,56.79,13.83,3.93,0
20160510:1110,802420,764.09,222.02,16.54,60.13,14.9,3.79,0
20160510:1210,788700,746.12,228.79,16.16,58.61,15.97,3.66,0
20160510:1310,747400,766.38,171.26,15.46,52.87,17.24,2.51,0
20160510:1410,322120,78.52,320.07,7.81,44.56,18.51,1.37,0
20160510:1510,469160,445.92,149.78,10.42,34.99,19.78,0.22,0
20160510:1610,293790,264.99,112.81,7.26,24.92,19.05,0.56,0
20160510:1710,90630,34.08,99.52,3.03,14.82,18.31,0.89,0
20160510:1810,11430,0,25.5,0.57,5.04,17.57,1.23,0
20160510:1910,0,0,0,0,0,16.02,1.51,0
20160510:2010,0,0,0,0,0,14.47,1.8,0
20160510:2110,0,0,0,0,0,12.92,2.08,0
20160510:2210,0,0,0,0,0,12.41,1.91,0
20160510:2310,0,0,0,0,0,11.89,1.74,0
20160511:0010,0,0,0,0,0,11.38,1.57,0
20160511:0110,0,0,0,0,0,11.52,1.68,0
20160511:0210,0,0,0,0,0,11.66,1.78,0
20160511:0310,0,0,0,0,0,11.8,1.89,0
20160511:0410,0,0,0,0,0,12.23,2.2,0
20160511:0510,34050,0,54.4,1.21,11.15,12.66,2.51,0
20160511:0610,132440,44.66,134.86,4.57,21.16,13.09,2.81,0
20160511:0710,280260,138.85,204.9,7.45,31.29,14.35,2.5,0
20160511:0810,261090,39.52,279.89,6.57,41.14,15.6,2.18,0
20160511:0910,262190,21,302.3,6.67,50.07,16.86,1.86,0
20160511:1010,205840,1.1,256.12,5.38,57.03,17.06,2.12,0
20160511:1110,346090,47.68,375.71,8.55,60.39,17.25,2.38,0
20160511:1210,148050,0,189.98,3.98,58.86,17.45,2.63,0
20160511:1310,188440,1.15,235.32,4.95,53.09,16.94,2.47,0
20160511:1410,148650,0,189.98,3.98,44.75,16.43,2.3,0
20160511:1510,223830,34.73,241.6,5.59,35.17,15.92,2.14,0
20160511:1610,187730,52.68,183.36,4.77,25.1,15.22,1.93,0
20160511:1710,90560,28.27,101.4,2.92,15,14.52,1.71,0
20160511:1810,9910,0,22.95,0.51,5.23,13.82,1.5,0
20160511:1910,0,0,0,0,0,13.1,1.6,0
20160511:2010,0,0,0,0,0,12.37,1.69,0
20160511:2110,0,0,0,0,0,11.65,1.78,0
20160511:2210,0,0,0,0,0,11.58,1.8,0
20160511:2310,0,0,0,0,0,11.5,1.83,0
20160512:0010,0,0,0,0,0,11.43,1.85,0
20160512:0110,0,0,0,0,0,11.58,2.16,0
20160512:0210,0,0,0,0,0,11.73,2.47,0
20160512:0310,0,0,0,0,0,11.88,2.79,0
20160512:0410,0,0,0,0,0,11.84,2.84,0
20160512:0510,10620,0,23.8,0.53,11.34,11.8,2.89,0
20160512:0610,25340,0,43.43,0.91,21.35,11.76,2.94,0
20160512:0710,116920,0.81,149.29,3.15,31.48,11.83,3.15,0
20160512:0810,101810,0,132.99,2.79,41.33,11.89,3.37,0
20160512:0910,74800,0,102.23,2.14,50.28,11.96,3.59,0
20160512:1010,86680,0,115.8,2.43,57.27,11.93,3.57,0
20160512:1110,111430,0,143.85,3.01,60.64,11.91,3.56,0
20160512:1210,98640,0,129.37,2.71,59.1,11.88,3.54,0
20160512:1310,99460,0,130.28,2.73,53.3,11.74,3.19,0
20160512:1410,67000,0,93.18,1.95,44.95,11.59,2.83,0
20160512:1510,43100,0,65.14,1.36,35.35,11.44,2.47,0
